algorithm,app,bw_level,ipath_0,ipath_1,node_count,power_cap,runtime,thread_count
pak,ft,3,0,0,1024,115,22.40,16
rand,ft,3,0,0,1024,115,23.68,16
spr,ft,4,0,1,1024,115,20.59,16
pak,ft,4,0,1,1024,115,20.49,16
rand,ft,4,0,1,1024,115,19.77,16
spr,ft,5,0,2,1024,115,20.53,16
pak,ft,5,0,2,1024,115,19.92,16
rand,ft,5,0,2,1024,115,19.53,16
spr,ft,1,2,0,1024,64,39.54,20
pak,ft,1,2,0,1024,64,35.71,20
rand,ft,1,2,0,1024,64,42.08,20
spr,ft,2,1,0,1024,64,33.94,20
pak,ft,2,1,0,1024,64,33.38,20
rand,ft,2,1,0,1024,64,39.77,20
spr,ft,3,0,0,1024,64,28.81,20
pak,ft,3,0,0,1024,64,29.60,20
rand,ft,3,0,0,1024,64,30.58,20
spr,ft,4,0,1,1024,64,27.56,20
pak,ft,4,0,1,1024,64,27.88,20
rand,ft,4,0,1,1024,64,27.14,20
spr,ft,5,0,2,1024,64,27.58,20
pak,ft,5,0,2,1024,64,27.59,20
rand,ft,5,0,2,1024,64,27.42,20
spr,ft,1,2,0,1024,80,36.04,20
pak,ft,1,2,0,1024,80,32.38,20
rand,ft,1,2,0,1024,80,45.67,20
spr,ft,2,1,0,1024,80,31.61,20
pak,ft,2,1,0,1024,80,30.92,20
rand,ft,2,1,0,1024,80,35.05,20
spr,ft,3,0,0,1024,80,26.03,20
pak,ft,3,0,0,1024,80,26.63,20
rand,ft,3,0,0,1024,80,26.74,20
spr,ft,4,0,1,1024,80,24.44,20
pak,ft,4,0,1,1024,80,24.84,20
rand,ft,4,0,1,1024,80,24.04,20
spr,ft,5,0,2,1024,80,24.54,20
pak,ft,5,0,2,1024,80,24.44,20
rand,ft,5,0,2,1024,80,23.71,20
spr,ft,1,2,0,1024,115,34.91,20
pak,ft,1,2,0,1024,115,30.87,20
rand,ft,1,2,0,1024,115,51.54,20
spr,ft,2,1,0,1024,115,30.29,20
pak,ft,2,1,0,1024,115,29.66,20
rand,ft,2,1,0,1024,115,34.84,20
spr,ft,3,0,0,1024,115,24.97,20
pak,ft,3,0,0,1024,115,25.63,20
rand,ft,3,0,0,1024,115,25.61,20
spr,ft,4,0,1,1024,115,23.20,20
pak,ft,4,0,1,1024,115,23.58,20
rand,ft,4,0,1,1024,115,21.85,20
spr,ft,5,0,2,1024,115,23.18,20
pak,ft,5,0,2,1024,115,23.15,20
rand,ft,5,0,2,1024,115,22.98,20
spr,ft,1,2,0,1024,64,44.33,24
pak,ft,1,2,0,1024,64,38.93,24
rand,ft,1,2,0,1024,64,56.91,24
spr,ft,2,1,0,1024,64,39.10,24
pak,ft,2,1,0,1024,64,36.99,24
rand,ft,2,1,0,1024,64,46.11,24
spr,ft,3,0,0,1024,64,33.99,24
pak,ft,3,0,0,1024,64,33.98,24
rand,ft,3,0,0,1024,64,35.14,24
spr,ft,4,0,1,1024,64,32.78,24
pak,ft,4,0,1,1024,64,32.68,24
rand,ft,4,0,1,1024,64,30.30,24
spr,ft,5,0,2,1024,64,32.58,24
pak,ft,5,0,2,1024,64,31.87,24
rand,ft,5,0,2,1024,64,30.06,24
spr,ft,1,2,0,1024,80,41.00,24
pak,ft,1,2,0,1024,80,34.99,24
rand,ft,1,2,0,1024,80,48.65,24
spr,ft,2,1,0,1024,80,35.92,24
pak,ft,2,1,0,1024,80,33.87,24
rand,ft,2,1,0,1024,80,40.85,24
spr,ft,3,0,0,1024,80,30.94,24
pak,ft,3,0,0,1024,80,30.58,24
rand,ft,3,0,0,1024,80,32.14,24
spr,ft,4,0,1,1024,80,29.64,24
pak,ft,4,0,1,1024,80,29.06,24
rand,ft,4,0,1,1024,80,27.57,24
spr,ft,5,0,2,1024,80,29.44,24
pak,ft,5,0,2,1024,80,28.54,24
rand,ft,5,0,2,1024,80,26.52,24
spr,ft,1,2,0,1024,115,38.67,24
pak,ft,1,2,0,1024,115,32.85,24
rand,ft,1,2,0,1024,115,57.50,24
spr,ft,2,1,0,1024,115,33.91,24
pak,ft,2,1,0,1024,115,31.49,24
rand,ft,2,1,0,1024,115,38.34,24
spr,ft,3,0,0,1024,115,29.04,24
pak,ft,3,0,0,1024,115,28.55,24
rand,ft,3,0,0,1024,115,30.15,24
spr,ft,4,0,1,1024,115,27.18,24
pak,ft,4,0,1,1024,115,26.90,24
rand,ft,4,0,1,1024,115,25.79,24
spr,ft,5,0,2,1024,115,27.10,24
pak,ft,5,0,2,1024,115,26.30,24
rand,ft,5,0,2,1024,115,25.08,24
spr,lu,1,2,0,1024,64,38.38,16
pak,lu,1,2,0,1024,64,35.92,16
rand,lu,1,2,0,1024,64,43.33,16
spr,lu,2,1,0,1024,64,36.47,16
pak,lu,2,1,0,1024,64,35.74,16
rand,lu,2,1,0,1024,64,37.81,16
spr,lu,3,0,0,1024,64,35.75,16
pak,lu,3,0,0,1024,64,35.45,16
rand,lu,3,0,0,1024,64,35.59,16
spr,lu,4,0,1,1024,64,34.67,16
pak,lu,4,0,1,1024,64,35.50,16
rand,lu,4,0,1,1024,64,35.27,16
spr,lu,5,0,2,1024,64,34.83,16
pak,lu,5,0,2,1024,64,35.15,16
rand,lu,5,0,2,1024,64,34.97,16
spr,lu,1,2,0,1024,80,35.92,16
pak,lu,1,2,0,1024,80,32.83,16
rand,lu,1,2,0,1024,80,38.83,16
spr,lu,2,1,0,1024,80,33.21,16
pak,lu,2,1,0,1024,80,32.50,16
rand,lu,2,1,0,1024,80,33.84,16
spr,lu,3,0,0,1024,80,32.24,16
pak,lu,3,0,0,1024,80,32.34,16
rand,lu,3,0,0,1024,80,32.66,16
spr,lu,4,0,1,1024,80,31.71,16
pak,lu,4,0,1,1024,80,32.03,16
rand,lu,4,0,1,1024,80,31.60,16
spr,lu,5,0,2,1024,80,31.77,16
pak,lu,5,0,2,1024,80,32.40,16
rand,lu,5,0,2,1024,80,31.99,16
spr,lu,1,2,0,1024,115,35.52,16
pak,lu,1,2,0,1024,115,32.46,16
rand,lu,1,2,0,1024,115,41.59,16
spr,lu,2,1,0,1024,115,33.35,16
pak,lu,2,1,0,1024,115,31.91,16
rand,lu,2,1,0,1024,115,33.38,16
spr,lu,3,0,0,1024,115,32.15,16
pak,lu,3,0,0,1024,115,31.95,16
rand,lu,3,0,0,1024,115,32.47,16
spr,lu,4,0,1,1024,115,31.87,16
pak,lu,4,0,1,1024,115,31.68,16
rand,lu,4,0,1,1024,115,32.07,16
spr,lu,5,0,2,1024,115,31.55,16
pak,lu,5,0,2,1024,115,32.04,16
rand,lu,5,0,2,1024,115,31.73,16
spr,lu,1,2,0,1024,64,44.55,20
pak,lu,1,2,0,1024,64,42.29,20
rand,lu,1,2,0,1024,64,49.47,20
spr,lu,2,1,0,1024,64,42.20,20
pak,lu,2,1,0,1024,64,40.95,20
rand,lu,2,1,0,1024,64,42.71,20
spr,lu,3,0,0,1024,64,41.82,20
pak,lu,3,0,0,1024,64,40.69,20
rand,lu,3,0,0,1024,64,41.97,20
spr,lu,4,0,1,1024,64,41.78,20
pak,lu,4,0,1,1024,64,40.98,20
rand,lu,4,0,1,1024,64,41.57,20
spr,lu,5,0,2,1024,64,41.52,20
pak,lu,5,0,2,1024,64,40.76,20
rand,lu,5,0,2,1024,64,41.25,20
spr,lu,1,2,0,1024,80,39.37,20
pak,lu,1,2,0,1024,80,37.40,20
rand,lu,1,2,0,1024,80,46.57,20
spr,lu,2,1,0,1024,80,37.39,20
pak,lu,2,1,0,1024,80,36.46,20
rand,lu,2,1,0,1024,80,37.51,20
spr,lu,3,0,0,1024,80,36.98,20
pak,lu,3,0,0,1024,80,36.40,20
rand,lu,3,0,0,1024,80,36.67,20
spr,lu,4,0,1,1024,80,36.64,20
pak,lu,4,0,1,1024,80,36.29,20
rand,lu,4,0,1,1024,80,36.71,20
spr,lu,5,0,2,1024,80,36.22,20
pak,lu,5,0,2,1024,80,36.41,20
rand,lu,5,0,2,1024,80,37.09,20
spr,lu,1,2,0,1024,115,38.57,20
pak,lu,1,2,0,1024,115,36.19,20
rand,lu,1,2,0,1024,115,35.11,20
spr,lu,2,1,0,1024,115,35.53,20
pak,lu,2,1,0,1024,115,35.27,20
rand,lu,2,1,0,1024,115,36.30,20
spr,lu,3,0,0,1024,115,34.97,20
pak,lu,3,0,0,1024,115,35.15,20
rand,lu,3,0,0,1024,115,35.68,20
spr,lu,4,0,1,1024,115,35.16,20
pak,lu,4,0,1,1024,115,35.18,20
rand,lu,4,0,1,1024,115,35.08,20
spr,lu,5,0,2,1024,115,35.22,20
pak,lu,5,0,2,1024,115,35.21,20
rand,lu,5,0,2,1024,115,35.00,20
spr,lu,1,2,0,1024,64,50.45,24
pak,lu,1,2,0,1024,64,47.38,24
rand,lu,1,2,0,1024,64,53.91,24
spr,lu,2,1,0,1024,64,48.11,24
pak,lu,2,1,0,1024,64,46.79,24
rand,lu,2,1,0,1024,64,49.62,24
spr,lu,3,0,0,1024,64,47.70,24
pak,lu,3,0,0,1024,64,46.88,24
rand,lu,3,0,0,1024,64,48.48,24
spr,lu,4,0,1,1024,64,47.30,24
pak,lu,4,0,1,1024,64,46.80,24
rand,lu,4,0,1,1024,64,47.57,24
spr,lu,5,0,2,1024,64,47.54,24
pak,lu,5,0,2,1024,64,46.60,24
rand,lu,5,0,2,1024,64,47.55,24
spr,lu,1,2,0,1024,80,44.13,24
pak,lu,1,2,0,1024,80,40.97,24
rand,lu,1,2,0,1024,80,51.71,24
spr,lu,2,1,0,1024,80,41.39,24
pak,lu,2,1,0,1024,80,40.38,24
rand,lu,2,1,0,1024,80,42.22,24
spr,lu,3,0,0,1024,80,41.21,24
pak,lu,3,0,0,1024,80,40.35,24
rand,lu,3,0,0,1024,80,40.92,24
spr,lu,4,0,1,1024,80,40.87,24
pak,lu,4,0,1,1024,80,40.00,24
rand,lu,4,0,1,1024,80,40.82,24
spr,lu,5,0,2,1024,80,40.84,24
pak,lu,5,0,2,1024,80,40.55,24
rand,lu,5,0,2,1024,80,40.78,24
spr,lu,1,2,0,1024,115,41.02,24
pak,lu,1,2,0,1024,115,38.43,24
rand,lu,1,2,0,1024,115,47.84,24
spr,lu,2,1,0,1024,115,38.36,24
pak,lu,2,1,0,1024,115,38.08,24
rand,lu,2,1,0,1024,115,39.15,24
spr,lu,3,0,0,1024,115,38.18,24
pak,lu,3,0,0,1024,115,37.79,24
rand,lu,3,0,0,1024,115,37.60,24
spr,lu,4,0,1,1024,115,37.64,24
pak,lu,4,0,1,1024,115,37.90,24
rand,lu,4,0,1,1024,115,37.72,24
spr,lu,5,0,2,1024,115,38.25,24
pak,lu,5,0,2,1024,115,38.12,24
rand,lu,5,0,2,1024,115,37.41,24
spr,mg,1,2,0,1024,64,57.12,16
pak,mg,1,2,0,1024,64,40.14,16
rand,mg,1,2,0,1024,64,59.82,16
spr,mg,2,1,0,1024,64,41.96,16
pak,mg,2,1,0,1024,64,38.24,16
rand,mg,2,1,0,1024,64,42.51,16
spr,mg,3,0,0,1024,64,38.33,16
pak,mg,3,0,0,1024,64,37.38,16
rand,mg,3,0,0,1024,64,38.49,16
spr,mg,4,0,1,1024,64,37.30,16
pak,mg,4,0,1,1024,64,37.17,16
rand,mg,4,0,1,1024,64,37.32,16
spr,mg,5,0,2,1024,64,37.33,16
pak,mg,5,0,2,1024,64,37.10,16
rand,mg,5,0,2,1024,64,37.13,16
spr,mg,1,2,0,1024,80,56.12,16
pak,mg,1,2,0,1024,80,38.12,16
rand,mg,1,2,0,1024,80,70.07,16
spr,mg,2,1,0,1024,80,39.82,16
pak,mg,2,1,0,1024,80,36.42,16
rand,mg,2,1,0,1024,80,41.59,16
spr,mg,3,0,0,1024,80,35.76,16
pak,mg,3,0,0,1024,80,35.41,16
rand,mg,3,0,0,1024,80,36.55,16
spr,mg,4,0,1,1024,80,35.04,16
pak,mg,4,0,1,1024,80,35.06,16
rand,mg,4,0,1,1024,80,34.83,16
spr,mg,5,0,2,1024,80,34.98,16
pak,mg,5,0,2,1024,80,35.05,16
rand,mg,5,0,2,1024,80,34.81,16
spr,mg,1,2,0,1024,115,49.26,16
pak,mg,1,2,0,1024,115,38.36,16
rand,mg,1,2,0,1024,115,60.98,16
spr,mg,2,1,0,1024,115,39.36,16
pak,mg,2,1,0,1024,115,36.17,16
rand,mg,2,1,0,1024,115,40.60,16
spr,mg,3,0,0,1024,115,35.64,16
pak,mg,3,0,0,1024,115,34.97,16
rand,mg,3,0,0,1024,115,36.09,16
spr,mg,4,0,1,1024,115,34.73,16
pak,mg,4,0,1,1024,115,34.70,16
rand,mg,4,0,1,1024,115,35.14,16
spr,mg,5,0,2,1024,115,34.59,16
pak,mg,5,0,2,1024,115,34.84,16
rand,mg,5,0,2,1024,115,34.94,16
spr,mg,1,2,0,1024,64,57.19,20
pak,mg,1,2,0,1024,64,47.72,20
rand,mg,1,2,0,1024,64,74.35,20
spr,mg,2,1,0,1024,64,48.80,20
pak,mg,2,1,0,1024,64,45.61,20
rand,mg,2,1,0,1024,64,50.57,20
spr,mg,3,0,0,1024,64,45.55,20
pak,mg,3,0,0,1024,64,44.66,20
rand,mg,3,0,0,1024,64,46.36,20
spr,mg,4,0,1,1024,64,44.83,20
pak,mg,4,0,1,1024,64,44.49,20
rand,mg,4,0,1,1024,64,45.14,20
spr,mg,5,0,2,1024,64,44.70,20
pak,mg,5,0,2,1024,64,44.24,20
rand,mg,5,0,2,1024,64,44.82,20
spr,mg,1,2,0,1024,80,54.64,20
pak,mg,1,2,0,1024,80,50.03,20
rand,mg,1,2,0,1024,80,70.71,20
spr,mg,2,1,0,1024,80,46.06,20
pak,mg,2,1,0,1024,80,42.72,20
rand,mg,2,1,0,1024,80,50.11,20
spr,mg,3,0,0,1024,80,42.46,20
pak,mg,3,0,0,1024,80,41.52,20
rand,mg,3,0,0,1024,80,42.85,20
spr,mg,4,0,1,1024,80,41.55,20
pak,mg,4,0,1,1024,80,41.34,20
rand,mg,4,0,1,1024,80,41.52,20
spr,mg,5,0,2,1024,80,41.61,20
pak,mg,5,0,2,1024,80,41.31,20
rand,mg,5,0,2,1024,80,41.53,20
spr,mg,1,2,0,1024,115,54.56,20
pak,mg,1,2,0,1024,115,44.58,20
rand,mg,1,2,0,1024,115,72.83,20
spr,mg,2,1,0,1024,115,45.66,20
pak,mg,2,1,0,1024,115,42.12,20
rand,mg,2,1,0,1024,115,46.84,20
spr,mg,3,0,0,1024,115,41.69,20
pak,mg,3,0,0,1024,115,40.91,20
rand,mg,3,0,0,1024,115,41.74,20
spr,mg,4,0,1,1024,115,40.81,20
pak,mg,4,0,1,1024,115,40.66,20
rand,mg,4,0,1,1024,115,40.67,20
spr,mg,5,0,2,1024,115,40.76,20
pak,mg,5,0,2,1024,115,40.62,20
rand,mg,5,0,2,1024,115,40.71,20
spr,mg,1,2,0,1024,64,60.68,24
pak,mg,1,2,0,1024,64,53.99,24
rand,mg,1,2,0,1024,64,84.14,24
spr,mg,2,1,0,1024,64,56.30,24
pak,mg,2,1,0,1024,64,53.40,24
rand,mg,2,1,0,1024,64,60.01,24
spr,mg,3,0,0,1024,64,53.92,24
pak,mg,3,0,0,1024,64,52.93,24
rand,mg,3,0,0,1024,64,54.82,24
spr,mg,4,0,1,1024,64,53.72,24
pak,mg,4,0,1,1024,64,52.77,24
rand,mg,4,0,1,1024,64,53.68,24
spr,mg,5,0,2,1024,64,53.67,24
pak,mg,5,0,2,1024,64,52.83,24
rand,mg,5,0,2,1024,64,53.67,24
spr,mg,1,2,0,1024,80,57.01,24
pak,mg,1,2,0,1024,80,50.66,24
rand,mg,1,2,0,1024,80,74.82,24
spr,mg,2,1,0,1024,80,52.34,24
pak,mg,2,1,0,1024,80,49.97,24
rand,mg,2,1,0,1024,80,55.73,24
spr,mg,3,0,0,1024,80,49.40,24
pak,mg,3,0,0,1024,80,49.07,24
rand,mg,3,0,0,1024,80,49.98,24
spr,mg,4,0,1,1024,80,49.08,24
pak,mg,4,0,1,1024,80,48.94,24
rand,mg,4,0,1,1024,80,49.06,24
spr,mg,5,0,2,1024,80,49.08,24
pak,mg,5,0,2,1024,80,49.04,24
rand,mg,5,0,2,1024,80,49.12,24
spr,mg,1,2,0,1024,115,55.89,24
pak,mg,1,2,0,1024,115,49.68,24
rand,mg,1,2,0,1024,115,72.08,24
spr,mg,2,1,0,1024,115,51.16,24
pak,mg,2,1,0,1024,115,48.80,24
rand,mg,2,1,0,1024,115,54.51,24
spr,mg,3,0,0,1024,115,48.17,24
pak,mg,3,0,0,1024,115,48.06,24
rand,mg,3,0,0,1024,115,48.83,24
spr,mg,4,0,1,1024,115,47.63,24
pak,mg,4,0,1,1024,115,47.94,24
rand,mg,4,0,1,1024,115,47.79,24
spr,mg,5,0,2,1024,115,47.57,24
pak,mg,5,0,2,1024,115,47.88,24
rand,mg,5,0,2,1024,115,47.78,24
rand,kripke,1,2,0,1024,64,27.54656,16
rand,kripke,2,1,0,1024,64,27.87751,16
rand,kripke,3,0,0,1024,64,27.46516,16
rand,kripke,4,0,1,1024,64,28.50324,16
rand,kripke,5,0,2,1024,64,27.32304,16
rand,kripke,1,2,0,1024,80,24.39327,16
rand,kripke,2,1,0,1024,80,24.24589,16
rand,kripke,3,0,0,1024,80,24.56525,16
rand,kripke,4,0,1,1024,80,24.31424,16
rand,kripke,5,0,2,1024,80,23.94695,16
rand,kripke,1,2,0,1024,115,23.81089,16
rand,kripke,2,1,0,1024,115,23.87520,16
rand,kripke,3,0,0,1024,115,23.92818,16
rand,kripke,4,0,1,1024,115,23.89420,16
rand,kripke,5,0,2,1024,115,23.93419,16
rand,kripke,1,2,0,1024,64,30.92051,20
rand,kripke,2,1,0,1024,64,31.09870,20
rand,kripke,3,0,0,1024,64,31.57050,20
rand,kripke,4,0,1,1024,64,31.34572,20
rand,kripke,5,0,2,1024,64,31.41533,20
rand,kripke,1,2,0,1024,80,26.45997,20
rand,kripke,2,1,0,1024,80,26.52145,20
rand,kripke,3,0,0,1024,80,26.94459,20
rand,kripke,4,0,1,1024,80,27.03399,20
rand,kripke,5,0,2,1024,80,26.66274,20
rand,kripke,1,2,0,1024,115,25.59592,20
rand,kripke,2,1,0,1024,115,25.48700,20
rand,kripke,3,0,0,1024,115,25.24922,20
rand,kripke,4,0,1,1024,115,25.35282,20
rand,kripke,5,0,2,1024,115,25.33252,20
rand,kripke,1,2,0,1024,64,35.99145,24
rand,kripke,2,1,0,1024,64,35.86381,24
rand,kripke,3,0,0,1024,64,35.87719,24
rand,kripke,4,0,1,1024,64,35.56686,24
rand,kripke,5,0,2,1024,64,35.76340,24
rand,kripke,1,2,0,1024,80,29.81310,24
rand,kripke,2,1,0,1024,80,29.63632,24
rand,kripke,3,0,0,1024,80,29.47466,24
rand,kripke,4,0,1,1024,80,29.77608,24
rand,kripke,5,0,2,1024,80,29.73347,24
rand,kripke,1,2,0,1024,115,27.48545,24
rand,kripke,2,1,0,1024,115,27.06928,24
rand,kripke,3,0,0,1024,115,27.27843,24
rand,kripke,4,0,1,1024,115,27.05157,24
rand,kripke,5,0,2,1024,115,26.99820,24
rand,CoMD,1,2,0,1024,64,42.2215,16
rand,CoMD,2,1,0,1024,64,40.5293,16
rand,CoMD,3,0,0,1024,64,41.7816,16
rand,CoMD,4,0,1,1024,64,38.6675,16
rand,CoMD,5,0,2,1024,64,38.3338,16
rand,CoMD,1,2,0,1024,80,37.5619,16
rand,CoMD,2,1,0,1024,80,38.5990,16
rand,CoMD,3,0,0,1024,80,35.8481,16
rand,CoMD,4,0,1,1024,80,36.2113,16
rand,CoMD,5,0,2,1024,80,35.6126,16
rand,CoMD,1,2,0,1024,115,38.7354,16
rand,CoMD,2,1,0,1024,115,36.3282,16
rand,CoMD,3,0,0,1024,115,34.9057,16
rand,CoMD,4,0,1,1024,115,34.9691,16
rand,CoMD,5,0,2,1024,115,35.9258,16
rand,CoMD,1,2,0,1024,64,47.7357,20
rand,CoMD,2,1,0,1024,64,45.7657,20
rand,CoMD,3,0,0,1024,64,44.4768,20
rand,CoMD,4,0,1,1024,64,44.7652,20
rand,CoMD,5,0,2,1024,64,46.0998,20
rand,CoMD,1,2,0,1024,80,44.1131,20
rand,CoMD,2,1,0,1024,80,40.5255,20
rand,CoMD,3,0,0,1024,80,38.8125,20
rand,CoMD,4,0,1,1024,80,40.1978,20
rand,CoMD,5,0,2,1024,80,38.9258,20
rand,CoMD,1,2,0,1024,115,42.4337,20
rand,CoMD,2,1,0,1024,115,39.9313,20
rand,CoMD,3,0,0,1024,115,38.8801,20
rand,CoMD,4,0,1,1024,115,37.8426,20
rand,CoMD,5,0,2,1024,115,38.0604,20
rand,CoMD,1,2,0,1024,64,53.9275,24
rand,CoMD,2,1,0,1024,64,52.4502,24
rand,CoMD,3,0,0,1024,64,50.2918,24
rand,CoMD,4,0,1,1024,64,49.5260,24
rand,CoMD,5,0,2,1024,64,49.5521,24
rand,CoMD,1,2,0,1024,80,46.4352,24
rand,CoMD,2,1,0,1024,80,45.1927,24
rand,CoMD,3,0,0,1024,80,44.6231,24
rand,CoMD,4,0,1,1024,80,41.8997,24
rand,CoMD,5,0,2,1024,80,42.3303,24
rand,CoMD,1,2,0,1024,115,43.2905,24
rand,CoMD,2,1,0,1024,115,42.2872,24
rand,CoMD,3,0,0,1024,115,41.4293,24
rand,CoMD,4,0,1,1024,115,40.6688,24
rand,CoMD,5,0,2,1024,115,38.8044,24
rand,ft,1,2,0,1024,64,39.73,16
rand,ft,2,1,0,1024,64,32.78,16
rand,ft,3,0,0,1024,64,25.93,16
rand,ft,4,0,1,1024,64,24.17,16
rand,ft,5,0,2,1024,64,22.98,16
rand,ft,1,2,0,1024,80,36.44,16
rand,ft,2,1,0,1024,80,30.73,16
rand,ft,3,0,0,1024,80,24.28,16
rand,ft,4,0,1,1024,80,20.99,16
rand,ft,5,0,2,1024,80,22.13,16
rand,ft,1,2,0,1024,115,41.23,16
rand,ft,2,1,0,1024,115,29.17,16
rand,ft,3,0,0,1024,115,24.25,16
rand,ft,4,0,1,1024,115,20.30,16
rand,ft,5,0,2,1024,115,20.47,16
rand,ft,1,2,0,1024,64,47.50,20
rand,ft,2,1,0,1024,64,37.77,20
rand,ft,3,0,0,1024,64,29.64,20
rand,ft,4,0,1,1024,64,28.67,20
rand,ft,5,0,2,1024,64,27.13,20
rand,ft,1,2,0,1024,80,47.13,20
rand,ft,2,1,0,1024,80,35.63,20
rand,ft,3,0,0,1024,80,27.92,20
rand,ft,4,0,1,1024,80,23.81,20
rand,ft,5,0,2,1024,80,24.43,20
rand,ft,1,2,0,1024,115,48.77,20
rand,ft,2,1,0,1024,115,34.03,20
rand,ft,3,0,0,1024,115,26.26,20
rand,ft,4,0,1,1024,115,22.27,20
rand,ft,5,0,2,1024,115,22.48,20
rand,ft,1,2,0,1024,64,52.30,24
rand,ft,2,1,0,1024,64,44.40,24
rand,ft,3,0,0,1024,64,35.00,24
rand,ft,4,0,1,1024,64,31.83,24
rand,ft,5,0,2,1024,64,30.72,24
rand,ft,1,2,0,1024,80,52.56,24
rand,ft,2,1,0,1024,80,40.71,24
rand,ft,3,0,0,1024,80,30.86,24
rand,ft,4,0,1,1024,80,27.49,24
rand,ft,5,0,2,1024,80,26.89,24
rand,ft,1,2,0,1024,115,61.42,24
rand,ft,2,1,0,1024,115,36.98,24
rand,ft,3,0,0,1024,115,29.38,24
rand,ft,4,0,1,1024,115,25.77,24
rand,ft,5,0,2,1024,115,24.27,24
rand,lu,1,2,0,1024,64,42.25,16
rand,lu,2,1,0,1024,64,37.67,16
rand,lu,3,0,0,1024,64,35.95,16
rand,lu,4,0,1,1024,64,35.38,16
rand,lu,5,0,2,1024,64,35.16,16
rand,lu,1,2,0,1024,80,43.17,16
rand,lu,2,1,0,1024,80,33.58,16
rand,lu,3,0,0,1024,80,32.57,16
rand,lu,4,0,1,1024,80,31.99,16
rand,lu,5,0,2,1024,80,32.21,16
rand,lu,1,2,0,1024,115,42.46,16
rand,lu,2,1,0,1024,115,33.22,16
rand,lu,3,0,0,1024,115,32.27,16
rand,lu,4,0,1,1024,115,31.76,16
rand,lu,5,0,2,1024,115,31.96,16
rand,lu,1,2,0,1024,64,48.80,20
rand,lu,2,1,0,1024,64,43.14,20
rand,lu,3,0,0,1024,64,41.80,20
rand,lu,4,0,1,1024,64,41.62,20
rand,lu,5,0,2,1024,64,42.21,20
rand,lu,1,2,0,1024,80,47.49,20
rand,lu,2,1,0,1024,80,37.67,20
rand,lu,3,0,0,1024,80,37.03,20
rand,lu,4,0,1,1024,80,36.46,20
rand,lu,5,0,2,1024,80,36.60,20
rand,lu,1,2,0,1024,115,46.04,20
rand,lu,2,1,0,1024,115,36.20,20
rand,lu,3,0,0,1024,115,35.62,20
rand,lu,4,0,1,1024,115,35.40,20
rand,lu,5,0,2,1024,115,34.90,20
rand,lu,1,2,0,1024,64,58.61,24
rand,lu,2,1,0,1024,64,50.32,24
rand,lu,3,0,0,1024,64,48.77,24
rand,lu,4,0,1,1024,64,50.11,24
rand,lu,5,0,2,1024,64,50.11,24
rand,lu,1,2,0,1024,80,49.86,24
rand,lu,2,1,0,1024,80,42.31,24
rand,lu,3,0,0,1024,80,41.51,24
rand,lu,4,0,1,1024,80,41.04,24
rand,lu,5,0,2,1024,80,40.92,24
rand,lu,1,2,0,1024,115,45.03,24
rand,lu,2,1,0,1024,115,38.59,24
rand,lu,3,0,0,1024,115,38.21,24
rand,lu,4,0,1,1024,115,38.25,24
rand,lu,5,0,2,1024,115,37.77,24
rand,mg,1,2,0,1024,64,59.90,16
rand,mg,2,1,0,1024,64,42.77,16
rand,mg,3,0,0,1024,64,38.93,16
rand,mg,4,0,1,1024,64,37.47,16
rand,mg,5,0,2,1024,64,37.57,16
rand,mg,1,2,0,1024,80,57.05,16
rand,mg,2,1,0,1024,80,39.22,16
rand,mg,3,0,0,1024,80,36.34,16
rand,mg,4,0,1,1024,80,35.04,16
rand,mg,5,0,2,1024,80,35.06,16
rand,mg,1,2,0,1024,115,56.53,16
rand,mg,2,1,0,1024,115,41.88,16
rand,mg,3,0,0,1024,115,36.05,16
rand,mg,4,0,1,1024,115,34.68,16
rand,mg,5,0,2,1024,115,34.68,16
rand,mg,1,2,0,1024,64,64.53,20
rand,mg,2,1,0,1024,64,50.37,20
rand,mg,3,0,0,1024,64,46.69,20
rand,mg,4,0,1,1024,64,45.38,20
rand,mg,5,0,2,1024,64,45.16,20
rand,mg,1,2,0,1024,80,69.92,20
rand,mg,2,1,0,1024,80,47.19,20
rand,mg,3,0,0,1024,80,43.03,20
rand,mg,4,0,1,1024,80,41.70,20
rand,mg,5,0,2,1024,80,41.42,20
rand,mg,1,2,0,1024,115,69.23,20
rand,mg,2,1,0,1024,115,46.62,20
rand,mg,3,0,0,1024,115,41.94,20
rand,mg,4,0,1,1024,115,40.59,20
rand,mg,5,0,2,1024,115,40.71,20
rand,mg,1,2,0,1024,64,72.24,24
rand,mg,2,1,0,1024,64,59.00,24
rand,mg,3,0,0,1024,64,54.69,24
rand,mg,4,0,1,1024,64,54.03,24
rand,mg,5,0,2,1024,64,53.62,24
rand,mg,1,2,0,1024,80,72.74,24
rand,mg,2,1,0,1024,80,55.45,24
rand,mg,3,0,0,1024,80,49.80,24
rand,mg,4,0,1,1024,80,48.94,24
rand,mg,5,0,2,1024,80,49.16,24
rand,mg,1,2,0,1024,115,78.27,24
rand,mg,2,1,0,1024,115,54.39,24
rand,mg,3,0,0,1024,115,48.43,24
rand,mg,4,0,1,1024,115,47.53,24
rand,mg,5,0,2,1024,115,47.50,24
pak,kripke,3,0,0,2048,64,28.66533,16
pak,kripke,2,1,0,2048,64,28.49794,16
pak,kripke,1,2,0,2048,64,28.8575,16
